City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Prado,BR,-17.3411,-39.2208,69.33,80,3,6.29,clear sky
464,Methoni,GR,36.8197,21.7049,75.06,60,0,3.06,clear sky
465,Waingapu,ID,-9.6567,120.2641,77.38,79,5,10.58,clear sky
466,Sabang,ID,5.8933,95.3214,81.16,76,100,21.34,light rain
467,Waddan,LY,29.1614,16.139,77.92,57,0,9.64,clear sky
468,Nyaunglebin,MM,17.95,96.7333,75.6,93,100,4.7,overcast clouds
469,Edd,ER,13.9297,41.6925,92.66,48,87,5.32,overcast clouds
470,Tura,IN,25.5198,90.2201,73.8,98,100,5.3,overcast clouds
471,Avera,US,33.194,-82.5271,76.51,48,63,9.04,broken clouds
472,Ambon,ID,-3.6954,128.1814,80.74,89,40,4.61,scattered clouds
473,Prainha,BR,-1.8,-53.48,76.77,83,30,2.86,scattered clouds
474,Cedar City,US,37.6775,-113.0619,88.18,18,54,12.86,broken clouds
475,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,88,0,14.97,clear sky
476,Necochea,AR,-38.5473,-58.7368,50.04,69,0,9.26,clear sky
477,Lourdes,FR,43.1,-0.05,69.28,94,90,4.61,overcast clouds
478,Mackay,AU,-21.15,149.2,72.05,88,75,9.22,broken clouds
479,Lalmohan,BD,22.3384,90.7419,82.47,83,100,9.84,overcast clouds
480,Hambantota,LK,6.1241,81.1185,79.16,78,100,18.25,overcast clouds
481,Viedma,AR,-40.8135,-62.9967,48.07,51,0,5.1,clear sky
482,Ternate,ID,0.8,127.4,79.77,79,85,3.22,overcast clouds
483,Yerbogachen,RU,61.2767,108.0108,61.11,82,89,4.27,overcast clouds
484,Okoneshnikovo,RU,54.8377,75.0834,58.08,75,100,4.72,overcast clouds
485,Murgab,TM,37.4966,61.9714,67.87,42,0,6.91,clear sky
486,Tabuny,RU,52.7773,78.7896,57.33,66,98,6.85,overcast clouds
487,Grand Junction,US,39.0639,-108.5507,100.63,16,1,7.0,clear sky
488,Port Victoria,KE,0.0939,33.9756,66.47,88,100,8.9,moderate rain
489,Arroyo,ES,41.6096,-4.7969,82.15,30,0,4.61,clear sky
490,Alta Floresta,BR,-9.8756,-56.0861,83.12,29,78,3.38,broken clouds
491,Mehamn,NO,71.0357,27.8492,45.3,83,56,8.21,broken clouds
492,Natchez,US,31.5604,-91.4032,79.25,94,75,0.0,thunderstorm with light rain
493,Tucuman,AR,-26.8241,-65.2226,66.2,26,13,4.61,few clouds
494,Broome,US,42.2506,-75.833,75.16,71,26,1.01,scattered clouds
495,Kilrush,IE,52.6397,-9.4833,60.55,92,92,6.85,overcast clouds
496,Valleyview,CA,55.0667,-117.2859,74.8,38,100,16.69,overcast clouds
497,Mantua,IT,45.1667,10.7833,82.74,75,0,1.99,clear sky
498,Victor Harbor,AU,-35.5667,138.6167,56.46,81,0,12.12,clear sky
499,Yakymivka,UA,46.6897,35.1536,67.03,58,92,7.31,overcast clouds
500,Ourem,PT,39.6417,-8.5919,67.86,88,61,7.45,broken clouds
501,Limbazi,LV,57.5129,24.7194,59.04,82,92,10.11,overcast clouds
502,Leshukonskoye,RU,64.8989,45.7622,50.7,93,43,2.95,scattered clouds
503,Makakilo City,US,21.3469,-158.0858,83.61,61,90,17.27,overcast clouds
504,Anadyr,RU,64.75,177.4833,57.7,82,40,17.9,light rain
505,Timmins,CA,48.4669,-81.3331,64.22,59,75,3.44,broken clouds
506,Manggar,ID,-2.8833,108.2667,79.16,87,100,15.32,overcast clouds
507,Winslow,US,35.0242,-110.6974,87.96,37,99,1.99,overcast clouds
508,Praia Da Vitoria,PT,38.7333,-27.0667,75.45,83,20,6.67,few clouds
509,Damietta,EG,31.4165,31.8133,82.29,69,0,6.85,clear sky
510,Palmerston,AU,-12.486,130.9833,76.98,80,0,6.91,clear sky
511,Mount Gambier,AU,-37.8333,140.7667,48.11,87,0,12.66,clear sky
512,Pacifica,US,37.6138,-122.4869,95.68,77,69,7.0,broken clouds
513,Vardo,NO,70.3705,31.1107,48.92,84,65,5.41,broken clouds
514,Miyako,JP,39.6367,141.9525,64.36,92,100,8.3,overcast clouds
515,Celestun,MX,20.8667,-90.4,84.87,72,6,13.33,clear sky
516,Port Blair,IN,11.6667,92.75,80.15,84,100,14.25,light rain
517,Yenagoa,NG,4.9247,6.2642,75.99,88,100,4.81,overcast clouds
518,Swan River,CA,52.1058,-101.2676,94.89,17,10,12.66,clear sky
519,Zyryanka,RU,65.75,150.85,50.41,75,100,10.94,overcast clouds
520,Palu,ID,-0.8917,119.8707,75.0,89,60,3.13,broken clouds
521,Ayagoz,KZ,47.9714,80.4392,53.17,77,89,12.57,overcast clouds
522,Tiksi,RU,71.6872,128.8694,45.81,71,100,5.35,overcast clouds
523,Basco,PH,20.4487,121.9702,83.97,70,1,6.85,clear sky
524,Cornelio Procopio,BR,-23.1811,-50.6467,75.83,62,0,6.53,clear sky
525,Dicabisagan,PH,17.0818,122.4157,79.07,86,86,4.16,heavy intensity rain
526,Xuanzhou,CN,30.9525,118.7553,73.17,98,99,0.49,moderate rain
527,Naze,JP,28.3667,129.4833,79.72,84,98,13.47,overcast clouds
528,Otane,NZ,-39.8833,176.6333,57.0,59,0,1.23,clear sky
529,Twin Falls,US,42.3505,-114.6445,95.7,11,25,19.17,scattered clouds
530,Rayagada,IN,19.1667,83.4167,77.18,91,99,3.18,overcast clouds
531,Dubbo,AU,-32.25,148.6167,42.93,81,0,9.22,clear sky
532,Buraydah,SA,26.326,43.975,93.65,15,77,9.86,broken clouds
533,Ponta Delgada,PT,37.7333,-25.6667,74.12,88,75,9.22,broken clouds
534,Thabazimbi,ZA,-24.5917,27.4116,56.17,65,78,8.81,broken clouds
535,Marawi,PH,7.9986,124.2928,64.65,87,95,1.63,overcast clouds
536,Diego De Almagro,CL,-26.3667,-70.05,59.92,37,0,3.98,clear sky
537,Camocim,BR,-2.9022,-40.8411,78.98,74,39,11.68,scattered clouds
538,Warri,NG,5.5167,5.75,75.54,87,74,4.07,broken clouds
539,Benghazi,LY,32.1167,20.0667,81.0,60,0,25.84,clear sky
540,Emerald,AU,-23.5333,148.1667,60.94,67,40,11.5,scattered clouds
541,Kalmunai,LK,7.4167,81.8167,79.29,82,100,6.31,light rain
542,Demyanovo,RU,60.3511,47.0842,56.41,85,73,5.08,broken clouds
543,Vallenar,CL,-28.5708,-70.7581,60.3,50,40,3.51,scattered clouds
544,Westport,US,41.1415,-73.3579,87.75,78,84,5.99,broken clouds
545,Padang,ID,-0.9492,100.3543,76.3,91,100,4.45,overcast clouds
546,Turkistan,KZ,43.0,68.0,63.09,29,0,5.53,clear sky
547,Stornoway,GB,58.2093,-6.3865,55.92,93,90,4.61,overcast clouds
548,Logansport,US,40.7545,-86.3567,77.92,59,1,4.61,clear sky
549,Adana,TR,36.985,35.2881,82.42,77,20,0.0,few clouds
550,Santiago,CL,-33.4569,-70.6483,62.04,43,75,2.3,haze
551,Castlemaine,AU,-37.0667,144.2167,53.28,75,31,6.35,scattered clouds
552,Shetpe,KZ,44.1667,52.1167,76.14,26,3,9.24,clear sky
553,Sauda,NO,59.6506,6.3542,57.69,98,85,3.85,overcast clouds
554,Ust-Maya,RU,60.4167,134.5333,71.28,56,61,3.4,broken clouds
555,Daraitan,PH,14.6028,121.4319,76.71,91,100,2.53,heavy intensity rain
556,Antalaha,MG,-14.9003,50.2788,67.33,87,12,8.99,few clouds
557,Morondava,MG,-20.2833,44.2833,72.07,56,0,11.39,clear sky
558,Sangar,RU,63.9242,127.4739,63.05,85,100,4.47,light rain
559,Dongning,CN,44.0622,131.1207,67.23,56,49,1.9,scattered clouds
560,Rudraprayag,IN,30.2833,78.9833,71.96,95,27,2.17,scattered clouds
561,Abnub,EG,27.2696,31.1511,86.38,25,0,7.83,clear sky
562,Sakyla,FI,61.0333,22.3333,60.84,93,100,6.2,light rain
563,Urumqi,CN,43.801,87.6005,58.15,94,90,8.95,light intensity shower rain
564,Tanout,NE,14.9709,8.8879,85.69,48,22,8.41,few clouds
565,Yeniseysk,RU,58.4497,92.1703,50.02,98,12,4.27,few clouds
566,Melfi,IT,40.9965,15.6514,77.23,43,0,3.98,clear sky
567,Minot,US,48.2325,-101.2963,95.11,15,0,4.0,clear sky
568,Haines Junction,CA,60.7522,-137.5108,59.18,48,94,7.83,overcast clouds
569,Marovoay,MG,-16.1,46.6333,69.58,63,2,4.68,clear sky
570,Charters Towers,AU,-20.1,146.2667,68.9,63,27,12.48,scattered clouds
571,Zlitan,LY,32.4674,14.5687,80.58,73,0,7.67,clear sky
572,Fort Saint James,CA,54.4333,-124.25,79.77,34,96,14.97,overcast clouds
573,Isangel,VU,-19.55,169.2667,71.2,61,51,17.05,broken clouds
574,Itoman,JP,26.1247,127.6694,84.22,84,40,9.22,light intensity shower rain
575,Huarmey,PE,-10.0681,-78.1522,64.09,80,43,10.25,scattered clouds
576,Varnavino,RU,57.4035,45.0916,62.33,66,53,4.68,broken clouds
577,Amapa,BR,1.0,-52.0,72.36,97,48,2.46,scattered clouds
578,Lavrentiya,RU,65.5833,-171.0,52.79,80,92,12.08,overcast clouds
579,Leopold,AU,-38.1833,144.4667,55.65,69,5,5.99,clear sky
580,Axim,GH,4.8699,-2.2405,75.43,84,2,8.93,clear sky
581,Eureka,US,40.8021,-124.1637,70.2,84,85,1.01,overcast clouds
582,Coihaique,CL,-45.5752,-72.0662,40.84,88,100,3.62,overcast clouds
583,Lakes Entrance,AU,-37.8811,147.981,51.19,57,8,11.39,clear sky
584,Bria,CF,6.5423,21.9863,68.79,95,99,1.97,overcast clouds
585,West Wendover,US,40.7391,-114.0733,97.59,12,11,4.5,few clouds
586,Inirida,CO,3.8653,-67.9239,72.93,96,98,1.05,moderate rain
587,Belmonte,BR,-15.8631,-38.8828,72.1,80,2,6.58,clear sky
588,Cheremukhovo,RU,60.3484,59.9851,56.77,81,98,5.1,overcast clouds
589,Seoul,KR,37.5683,126.9778,74.59,78,0,4.61,clear sky
590,San Borja,BO,-14.8167,-66.85,74.59,46,0,2.53,clear sky
591,Yubari,JP,43.0378,141.9578,59.5,65,19,2.42,few clouds
592,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,53,0,3.44,clear sky
593,Timberlake,US,37.3207,-79.2575,91.96,72,76,5.01,broken clouds
594,Shitkino,RU,56.3703,98.3543,57.04,96,96,9.17,overcast clouds
595,San Cristobal,VE,7.7669,-72.225,67.21,97,93,4.45,overcast clouds
596,Bud,US,39.447,-86.1758,79.99,57,98,8.57,overcast clouds
597,Mabaruma,GY,8.2,-59.7833,74.84,97,100,3.33,overcast clouds
598,Moerai,PF,-22.4333,-151.3333,72.55,76,6,3.62,clear sky
599,Kayes,ML,14.0,-11.0,77.79,87,99,7.18,overcast clouds
600,Garwolin,PL,51.8975,21.6147,68.72,76,42,2.28,scattered clouds
601,Chicama,PE,-7.8447,-79.1469,66.4,75,17,9.19,few clouds
602,Grafton,US,42.207,-71.6856,85.57,70,64,1.99,broken clouds
603,Richmond,US,37.5538,-77.4603,82.2,86,20,4.61,few clouds
604,Muli,MV,2.9167,73.5667,81.59,76,100,18.81,overcast clouds
605,Pulawy,PL,51.4166,21.9694,68.72,95,24,2.04,few clouds
606,Bartica,GY,6.4,-58.6167,74.35,98,88,3.24,overcast clouds
607,Severomorsk,RU,69.0689,33.4162,50.4,81,84,3.76,broken clouds
608,Hun,LY,29.1268,15.9477,78.57,54,0,8.1,clear sky
609,Mangrol,IN,21.1167,70.1167,80.6,79,100,16.53,overcast clouds
610,Lisala,CD,2.15,21.5167,71.83,86,80,2.1,broken clouds
611,Nusaybin,TR,37.0778,41.2178,83.84,28,0,3.94,clear sky
612,Cururupu,BR,-1.8283,-44.8683,74.48,93,16,3.04,few clouds
613,Kemlya,RU,54.6963,45.2424,57.16,93,100,2.8,overcast clouds
614,Bondo,CD,3.8146,23.6866,67.95,98,71,1.39,light rain
615,Bandar,ID,2.05,99.75,72.12,96,100,2.13,light rain
616,Voh,NC,-20.9667,164.7,73.18,45,0,8.93,clear sky
617,Mahoba,IN,25.2833,79.8667,80.02,77,9,7.31,clear sky
618,Shingu,JP,33.7333,135.9833,81.91,90,100,14.0,light rain
619,Meulaboh,ID,4.1363,96.1285,73.24,95,100,4.18,overcast clouds
620,Tondano,ID,1.3038,124.9112,66.29,84,62,3.18,broken clouds
621,Vicuna,CL,-30.0319,-70.7081,62.69,40,63,0.74,broken clouds
622,Decatur,US,39.8403,-88.9548,82.26,72,97,4.14,overcast clouds
623,Nishihara,JP,26.1842,127.7558,83.48,100,40,9.22,scattered clouds
624,Samana,DO,19.2056,-69.3369,80.62,88,100,6.91,overcast clouds
625,Koping,SE,59.514,15.9926,59.45,91,81,11.39,broken clouds
626,Otradnoye,RU,59.7775,30.8181,62.65,98,97,5.79,light rain
627,Boa Vista,BR,2.8197,-60.6733,82.38,74,40,4.61,light rain
628,Hofn,IS,64.2539,-15.2082,49.64,90,100,7.99,overcast clouds
629,Beloha,MG,-25.1667,45.05,60.22,62,77,12.28,broken clouds
630,Kuruman,ZA,-27.4524,23.4325,41.0,87,91,10.96,overcast clouds
631,Yuzhnyy,RU,53.2542,83.6936,53.98,94,40,4.47,mist
632,Tuy Hoa,VN,13.0833,109.3,78.19,82,94,5.1,overcast clouds
633,Radhanpur,IN,23.8333,71.6,81.46,71,28,14.45,scattered clouds
634,Kutum,SD,14.2,24.6667,65.7,85,100,16.71,overcast clouds
635,Gangapur,IN,26.4833,76.7167,82.26,70,99,11.34,overcast clouds
636,Igarka,RU,67.4667,86.5833,51.57,93,100,10.96,overcast clouds
637,Raahe,FI,64.6833,24.4833,57.29,89,100,10.13,overcast clouds
638,Les Cayes,HT,18.2,-73.75,81.91,75,45,3.15,scattered clouds
639,Noumea,NC,-22.2763,166.4572,71.58,59,51,13.0,broken clouds
640,Aksha,RU,50.2814,113.2867,57.74,90,7,1.28,clear sky
641,Bolpur,IN,23.6667,87.7167,81.23,87,100,5.93,overcast clouds
642,Kabare,CD,-2.4683,28.8242,60.8,81,52,0.6,broken clouds
643,Gobo,JP,33.8833,135.15,81.95,97,100,8.5,light rain
644,Coahuayana,MX,18.7333,-103.6833,87.46,70,98,5.48,overcast clouds
645,Mocuba,MZ,-16.8392,36.9856,66.54,88,96,6.87,light rain
646,Qui Nhon,VN,13.7667,109.2333,80.76,70,100,3.18,overcast clouds
647,Rawlins,US,41.7911,-107.2387,89.82,11,41,10.92,scattered clouds
648,Bathurst,AU,-33.4166,149.5806,51.84,63,2,1.7,clear sky
649,Nuevo Progreso,MX,23.1667,-97.95,92.59,56,24,11.77,few clouds
650,Hovd,MN,48.0056,91.6419,64.56,51,100,7.11,overcast clouds
651,Sambava,MG,-14.2667,50.1667,67.6,87,28,11.61,light rain
652,Bambanglipuro,ID,-7.95,110.2833,73.65,91,2,5.37,clear sky
653,Staryy Nadym,RU,65.6118,72.6842,62.56,71,70,13.82,broken clouds
654,Bam,IR,29.106,58.357,86.79,15,6,7.67,clear sky
655,Leninsk,RU,48.7119,45.1994,76.86,74,100,2.08,overcast clouds
656,Leeuwarden,NL,53.2014,5.8086,64.98,88,75,5.75,broken clouds
657,Sanmenxia,CN,34.7747,111.1814,70.02,87,0,6.93,light rain
658,Ugoofaaru,MV,5.6667,73.0,82.13,73,100,18.34,overcast clouds
659,Faya,SA,18.3851,42.4509,72.0,27,18,5.1,few clouds
660,Asyut,EG,27.181,31.1837,86.29,25,0,7.61,clear sky
661,Chandler,US,33.3062,-111.8412,97.59,48,100,1.99,overcast clouds
662,Bonavista,CA,48.6499,-53.1147,65.12,98,91,11.18,overcast clouds
663,Mbaiki,CF,3.8678,17.9892,69.62,98,87,1.81,moderate rain
664,Acarau,BR,-2.8856,-40.12,77.47,76,30,8.23,scattered clouds
665,Ust-Kuyga,RU,70.0167,135.6,46.98,70,100,1.99,overcast clouds
666,Enshi,CN,30.3,109.4833,69.01,97,100,0.58,overcast clouds
667,Arkhipo-Osipovka,RU,44.37,38.52,68.9,90,92,6.76,light rain
668,Pacific Grove,US,36.6177,-121.9166,91.81,89,47,5.01,scattered clouds
669,Kenitra,MA,34.261,-6.5802,87.73,63,52,6.04,broken clouds
670,Sudak,UA,44.85,34.9667,72.21,57,95,8.19,overcast clouds
671,Havre-Saint-Pierre,CA,50.2334,-63.5986,67.26,85,91,6.31,overcast clouds
672,Vila,PT,42.0304,-8.1588,62.71,74,2,3.94,clear sky
673,Stryn,NO,61.9045,6.7226,57.31,90,100,2.46,overcast clouds
674,Peniche,PT,39.3558,-9.3811,69.28,92,40,16.24,scattered clouds
675,Arlit,NE,18.7369,7.3853,97.11,22,61,5.48,broken clouds
676,Laranjeiras Do Sul,BR,-25.4078,-52.4161,56.82,95,15,1.14,few clouds
677,Kamaishi,JP,39.2667,141.8833,67.15,91,100,10.71,overcast clouds
678,Sept-Iles,CA,50.2001,-66.3821,64.92,98,90,4.61,mist
679,Deputatskiy,RU,69.3,139.9,43.21,67,91,2.13,overcast clouds
680,Puka,EE,58.0559,26.2436,58.24,83,100,8.84,overcast clouds
681,Suzun,RU,53.7841,82.3116,56.26,86,100,3.04,overcast clouds
682,Hohhot,CN,40.8106,111.6522,65.21,75,70,2.86,broken clouds
683,Sisimiut,GL,66.9395,-53.6735,47.73,90,96,29.08,overcast clouds
684,Port Augusta,AU,-32.5,137.7667,51.71,49,1,1.12,clear sky
685,Concordia,AR,-31.393,-58.0209,60.87,67,0,4.61,clear sky
686,Tateyama,JP,34.9833,139.8667,71.53,88,75,13.8,light intensity shower rain
687,Prince Rupert,CA,54.3161,-130.3201,64.49,82,75,8.05,light rain
688,Apollonia,GR,36.9716,24.7231,76.91,63,0,25.61,clear sky
689,Popondetta,PG,-8.7537,148.2534,82.78,64,40,1.5,scattered clouds
690,Waidhofen,DE,48.5833,11.3333,71.53,88,20,1.14,few clouds
691,Navalmoral De La Mata,ES,39.8916,-5.5406,85.57,18,10,3.22,clear sky
692,Suicheng,CN,33.8963,117.9331,70.25,92,1,7.56,light rain
693,Allende,MX,25.2833,-100.0167,89.58,38,60,6.02,broken clouds
694,Nagornskiy,RU,58.7731,57.5451,51.78,95,99,2.55,overcast clouds
695,Hay River,CA,60.8156,-115.7999,55.54,82,63,14.32,broken clouds
696,Aykhal,RU,66.0,111.5,49.15,82,100,7.67,overcast clouds
